"x","y"
-89.4583333333333,72.7916666666667
-121.708333333333,74.5416666666667
-99.7083333333333,16.7916666666667
-128.291666666667,50.625
-76.875,37.9583333333333
-65.625,59.625
144.708333333333,-7.625
-131.375,52.2916666666667
-132.125,56.375
157.625,57.9583333333333
-52.125,-74.375
129.541666666667,-14.625
-117.708333333333,33.375
-137.708333333333,-74.875
15.4583333333333,79.125
3.54166666666666,6.375
-57.375,-34.4583333333333
-124.125,41.375
-125.208333333333,71.9583333333333
109.875,-7.875
50.125,80.875
-21.875,75.5416666666667
134.791666666667,-4.29166666666666
-75.9583333333333,37.625
-48.0416666666667,-25.2916666666667
-55.375,72.125
130.875,-31.625
107.958333333333,-66.5416666666667
62.875,25.2083333333333
-36.4583333333333,-54.625
-48.7916666666667,-0.208333333333329
-73.5416666666667,68.0416666666667
132.791666666667,-0.375
-37.2083333333333,-11.2916666666667
80.0416666666666,72.2083333333333
-74.625,-46.7916666666667
120.541666666667,24.375
-90.2916666666667,30.375
100.708333333333,-1.79166666666666
-167.958333333333,-78.4583333333333
-115.791666666667,29.9583333333333
-18.875,76.5416666666667
158.625,70.875
-75.875,78.125
-53.2083333333333,47.7083333333333
164.875,-20.625
-97.625,21.5416666666667
57.125,26.125
-59.375,-64.7916666666667
136.041666666667,-1.875
-42.9583333333333,60.7083333333333
-79.0416666666667,54.0416666666667
13.0416666666667,-9.29166666666666
166.958333333333,-15.0416666666667
177.875,-37.625
-72.7083333333333,-53.875
18.4583333333333,79.9583333333333
-58.9583333333333,-62.2083333333333
148.125,-42.0416666666667
-59.7083333333333,-69.0416666666667
-83.2916666666667,10.2916666666667
97.7083333333333,15.875
-97.875,67.7083333333333
-67.7916666666667,-55.2083333333333
100.791666666667,13.4583333333333
-50.5416666666667,2.125
-79.375,-7.95833333333333
142.875,-11.875
19.7916666666667,-34.7916666666667
125.125,10.7083333333333
-134.791666666667,57.9583333333333
-80.5416666666667,-0.375
-110.875,23.9583333333333
-49.7083333333333,-0.125
113.958333333333,-8.625
48.0416666666667,-22.2916666666667
-74.125,-51.0416666666667
-57.7083333333333,-63.9583333333333
-71.2916666666667,41.7083333333333
48.875,-12.9583333333333
123.041666666667,-4.79166666666666
122.875,-4.54166666666666
-39.625,-18.375
-60.4583333333333,53.2916666666667
-91.2083333333333,0.0416666666666714
-74.0416666666667,11.375
-20.7083333333333,74.125
110.125,73.5416666666667
-151.875,59.375
-87.0416666666667,20.625
140.291666666667,-37.7083333333333
-56.125,47.7083333333333
-67.2083333333333,-48.7916666666667
119.875,11.875
40.4583333333333,-11.875
63.4583333333333,25.2916666666667
88.0416666666666,75.125
163.291666666667,-77.2083333333333
-141.541666666667,59.9583333333333
146.791666666667,59.375
99.5416666666666,0.125
-107.375,68.2916666666667
156.125,61.0416666666667
152.291666666667,-32.375
122.125,39.2083333333333
9.79166666666666,0.125
-78.0416666666667,22.125
-68.7083333333333,-67.7916666666667
-83.7916666666667,22.2083333333333
-15.5416666666667,27.7083333333333
140.375,42.875
36.625,25.7083333333333
-85.4583333333333,-73.125
163.375,-77.2083333333333
98.625,12.9583333333333
-76.4583333333333,71.9583333333333
59.2916666666667,74.625
-94.2916666666667,69.0416666666667
48.375,-67.125
105.875,-6.125
-83.5416666666667,62.7916666666667
