"x","y"
-158.208333333333,32.7916666666667
162.958333333333,-12.7916666666667
51.2916666666667,-64.7916666666667
27.4583333333333,-40.4583333333333
-23.0416666666667,28.5416666666667
69.9583333333333,-17.9583333333333
-50.0416666666667,52.875
-81.4583333333333,-40.375
-106.458333333333,16.2916666666667
95.7083333333333,-11.625
-139.625,-8.20833333333333
-104.041666666667,-21.2083333333333
0.458333333333314,-50.7916666666667
-73.9583333333333,22.7916666666667
175.791666666667,-16.375
155.291666666667,-55.7916666666667
146.541666666667,27.5416666666667
-80.9583333333333,25.2916666666667
-21.125,-67.875
88.2916666666666,-29.7916666666667
-176.958333333333,62.2083333333333
-60.5416666666667,43.0416666666667
178.541666666667,4.95833333333334
59.0416666666667,-2.20833333333333
173.625,-47.0416666666667
94.9583333333333,0.125
84.625,-38.5416666666667
151.541666666667,30.0416666666667
-165.125,28.2083333333333
139.041666666667,-61.125
-69.0416666666667,11.4583333333333
133.125,11.4583333333333
34.4583333333333,-28.5416666666667
-53.4583333333333,-51.7083333333333
-14.2916666666667,-2.125
52.2916666666667,-4.45833333333333
-69.625,22.125
164.125,-45.5416666666667
177.625,53.125
6.20833333333331,83.2083333333333
-127.125,31.2916666666667
165.458333333333,-62.375
166.125,-4.125
142.791666666667,30.5416666666667
131.541666666667,-32.9583333333333
-65.625,12.2083333333333
-141.791666666667,35.4583333333333
-24.375,14.2916666666667
-123.625,-25.7083333333333
94.625,-41.875
78.2083333333333,-42.7083333333333
-148.291666666667,-63.7916666666667
-29.875,-17.7083333333333
-173.458333333333,-72.4583333333333
-22.2083333333333,-43.625
-115.541666666667,-70.625
-119.208333333333,-19.375
-53.875,-47.5416666666667
101.125,-43.375
-151.041666666667,-32.4583333333333
42.4583333333333,-15.5416666666667
177.708333333333,-6.125
-48.125,22.4583333333333
176.875,-29.7916666666667
172.791666666667,41.2083333333333
178.791666666667,-31.7916666666667
-104.125,-50.4583333333333
-58.875,32.2083333333333
144.958333333333,-49.5416666666667
40.625,-51.7083333333333
80.375,-4.875
66.7083333333333,12.2083333333333
-134.791666666667,-23.625
96.2083333333333,3.70833333333334
-145.291666666667,21.9583333333333
159.791666666667,-11.0416666666667
61.625,-33.5416666666667
-147.041666666667,-54.625
82.625,-59.625
46.2916666666667,-29.125
-106.125,-20.125
147.958333333333,6.29166666666667
-131.375,-26.875
-105.041666666667,-47.9583333333333
15.125,-36.2083333333333
141.875,0.375
80.875,81.375
-170.541666666667,-9.29166666666666
-153.375,-22.375
-36.7916666666667,17.2916666666667
59.7916666666667,24.375
-160.875,16.7916666666667
54.875,-11.9583333333333
-177.291666666667,-5.875
-131.208333333333,-19.9583333333333
-30.0416666666667,-47.875
-15.7916666666667,-8.125
-174.125,-34.875
-87.4583333333333,-19.4583333333333
-10.7083333333333,-1.375
-71.7083333333333,30.4583333333333
-107.875,-0.208333333333329
152.958333333333,1.70833333333334
68.4583333333333,18.875
-3.54166666666669,-1.125
-80.7916666666667,-14.9583333333333
-143.791666666667,-3.45833333333333
17.5416666666667,-32.9583333333333
-86.0416666666667,-4.375
-77.7083333333333,-42.7916666666667
-93.0416666666667,-18.375
60.875,-51.375
-77.625,-55.875
-111.041666666667,5.29166666666667
-25.625,-17.0416666666667
-163.541666666667,-12.875
-32.375,-22.625
-142.041666666667,50.0416666666667
99.125,-35.375
144.041666666667,-55.2916666666667
-37.375,-54.2083333333333
-133.875,8.875
157.208333333333,-21.375
155.041666666667,-43.7916666666667
7.54166666666666,-5.125
62.7083333333333,8.95833333333334
-144.875,-42.2083333333333
-41.9583333333333,-0.541666666666657
-153.125,4.20833333333334
-45.5416666666667,4.375
78.375,-37.4583333333333
-118.875,0.208333333333343
-21.4583333333333,20.2083333333333
167.125,40.2916666666667
165.458333333333,-0.875
59.7916666666667,-66.4583333333333
-38.4583333333333,40.875
159.625,-56.4583333333333
-162.375,-3.20833333333333
125.625,-52.7916666666667
8.875,-16.7083333333333
-45.625,7.45833333333334
155.791666666667,33.5416666666667
100.791666666667,-8.95833333333333
160.458333333333,48.5416666666667
51.2916666666667,26.9583333333333
-177.458333333333,45.7916666666667
-179.625,-47.2916666666667
20.2916666666667,74.4583333333333
122.458333333333,22.125
-75.2916666666667,-64.2083333333333
-117.541666666667,-28.0416666666667
-34.625,-47.375
-156.541666666667,-31.2083333333333
-112.958333333333,-10.4583333333333
25.875,-51.5416666666667
-133.625,-10.875
-55.625,14.625
176.791666666667,-52.125
-29.5416666666667,-29.2916666666667
-50.7083333333333,-40.5416666666667
-115.958333333333,-52.375
-132.208333333333,11.5416666666667
-43.625,40.9583333333333
-94.5416666666667,-28.625
63.7916666666667,6.625
116.958333333333,-35.375
56.7916666666667,-45.9583333333333
108.125,1.29166666666667
-11.875,-50.5416666666667
-136.875,-52.7916666666667
-129.375,-31.7083333333333
-162.291666666667,-27.125
-164.375,12.0416666666667
-48.5416666666667,-45.2083333333333
59.4583333333333,-30.9583333333333
-57.2916666666667,33.9583333333333
-36.0416666666667,0.958333333333343
88.7916666666666,21.625
-156.125,-45.7083333333333
